,label,message
3313,ham,I know you are serving. I mean what are you doing now.
61,ham,Ha ha ha good joke. Girls are situation seekers.
3797,ham,They have a thread on the wishlist section of the forums where ppl post nitro requests. Start from the last page and collect from the bottom up.
3719,ham,Cool. Do you like swimming? I have a pool and jacuzzi at my house.
5157,ham,MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY
2525,spam,FREE entry into our £250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk
4957,ham,"Ahhhh...just woken up!had a bad dream about u tho,so i dont like u right now :) i didnt know anything about comedy night but i guess im up for it."
3151,ham,Yo! Howz u? girls never rang after india. L
3846,ham,Mmmm.... I cant wait to lick it!
3196,ham,Great. P diddy is my neighbor and comes for toothpaste every morning
1039,ham,"Edison has rightly said, ""A fool can ask more questions than a wise man can answer"" Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)"
4664,ham,No. Yes please. Been swimming?
2002,ham,Idea will soon get converted to live:)
2144,ham,You stayin out of trouble stranger!!saw Dave the other day hes sorted now!still with me bloke when u gona get a girl MR!ur mum still Thinks we will get 2GETHA! 
2623,ham,Ok lor...
5313,ham,K.k:)i'm going to tirunelvali this week to see my uncle ..i already spend the amount by taking dress .so only i want money.i will give it on feb 1
3176,spam,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of£2000 CASH 18+only. To opt out txt X to 07786200117
4593,ham,Right it wasnt you who phoned it was someone with a number like yours!
728,ham,"Alright omw, gotta change my order to a half8th"
3922,ham,"Do 1 thing! Change that sentence into: ""Because i want 2 concentrate in my educational career im leaving here.."""
2151,ham,"The table's occupied, I'm waiting by the tree"
938,ham,K:)k.are you in college?
1927,ham,"Dont give a monkeys wot they think and i certainly don't mind. Any friend of mine&all that! Just don't sleep wiv , that wud be annoyin!"
5390,ham,NOT MUCH NO FIGHTS. IT WAS A GOOD NITE!!
639,ham,"What will we do in the shower, baby?"
4937,ham,K..k.:)congratulation ..
1435,ham,I asked sen to come chennai and search for job.
617,ham,He like not v shock leh. Cos telling shuhui is like telling leona also. Like dat almost all know liao. He got ask me abt ur reaction lor.
1745,spam,Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is call from landline 09111030116. PoBox12n146tf15
2783,ham,Well at this right I'm gonna have to get up and check today's steam sales/pee so text me when you want me to come get you
4333,ham,ALSO TELL HIM I SAID HAPPY BIRTHDAY
237,ham,Or ill be a little closer like at the bus stop on the same street
1454,ham,Stupid.its not possible
2397,ham,Well you told others you'd marry them...
2157,ham,Hey cutie. How goes it? Here in WALES its kinda ok. There is like hills and shit but i still avent killed myself. 
1414,spam,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 yrs
3928,ham,Lol ... I really need to remember to eat when I'm drinking but I do appreciate you keeping me company that night babe *smiles*
3932,ham,Nooooooo I'm gonna be bored to death all day. Cable and internet outage.
1360,ham,"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read..."
4073,spam,Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on 08717111821
693,ham,"My sister in law, hope you are having a great month. Just saying hey. Abiola"
3660,ham,Wait.i will come out.. &lt;#&gt;  min:)
1632,ham,We not watching movie already. Xy wants 2 shop so i'm shopping w her now.
1263,spam,"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)"
4139,ham,"Good! No, don‘t need any receipts—well done! (…) Yes, please tell . What‘s her number, i could ring her"
4173,ham,"Sorry, I'll call later"
5351,ham,I'm home...
2986,ham,No break time one... How... I come out n get my stuff fr ü?
5271,spam,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy "
1437,ham,"I jus hope its true that  missin me cos i'm really missin him! You haven't done anything to feel guilty about, yet."
3745,ham,Nobody names their penis a girls name this story doesn't add up at all
5472,ham,I thought slide is enough.
4187,ham,"Hmm ok, i'll stay for like an hour cos my eye is really sore!"
2310,ham,"I have 2 sleeping bags, 1 blanket and paper and  phone details. Anything else?"
3832,ham,Let's pool our money together and buy a bunch of lotto tickets. If we win I get &lt;#&gt; % u get &lt;#&gt; %. Deal?
322,ham,Hey... Why dont we just go watch x men and have lunch... Haha 
376,ham,Can you say what happen
5501,ham,Now get step 2 outta the way. Congrats again.
3138,ham,You're right I have now that I think about it
186,ham,Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?
2251,ham,I am getting threats from your sales executive Shifad as i raised complaint against him. Its an official message.
3614,ham,Depends on individual lor e hair dresser say pretty but my parents say look gong. U kaypoh.. I also dunno wat she collecting.
1131,ham,Howz pain?hope u r fine..
2626,spam,"FREE RING TONE just text ""POLYS"" to 87131. Then every week get a new tone. 0870737910216yrs only £1.50/wk."
3353,ham,Call him and say you not coming today ok and tell them not to fool me like this ok
3035,ham,Get ready for  &lt;#&gt;  inches of pleasure...
3142,ham,Customer place i will call you
5411,ham,There is a first time for everything :)
3293,ham,Dear good morning how you feeling dear
2456,ham,"Abeg, make profit. But its a start. Are you using it to get sponsors for the next event?"
5523,ham,You are a big chic. Common. Declare
2526,ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..."
2598,ham,"Got fujitsu, ibm, hp, toshiba... Got a lot of model how to say..."
3463,spam,Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com
2657,ham,Feel like trying kadeem again? :V
4651,ham,"Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to ""DRINK"". . . But don't ""DRIVE """
4323,ham,Sorry . I will be able to get to you. See you in the morning.
4797,spam,URGENT This is our 2nd attempt to contact U. Your £900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893
4512,ham,"Sorry I missed you babe. I was up late and slept in. I hope you enjoy your driving lesson, boytoy. I miss you too ... *teasing kiss*"
2206,ham,"Haha, my legs and neck are killing me and my amigos are hoping to end the night with a burn, think I could swing by in like an hour?"
4994,ham,"""HEY KATE, HOPE UR OK... WILL GIVE U A BUZ WEDLUNCH. GO OUTSOMEWHERE 4 ADRINK IN TOWN..CUD GO 2WATERSHD 4 A BIT? PPL FROMWRK WILL BTHERE. LOVE PETEXXX."""
5277,ham,Oh yeah clearly it's my fault
649,ham,No prob. I will send to your email.
2339,ham,"Alright, see you in a bit"
4287,ham,Congrats. That's great. I wanted to tell you not to tell me your score cos it might make me relax. But its motivating me so thanks for sharing
4149,spam,Please call Amanda with regard to renewing or upgrading your current T-Mobile handset free of charge. Offer ends today. Tel 0845 021 3680 subject to T's and C's
2539,ham,The monthly amount is not that terrible and you will not pay anything till 6months after finishing school.
4127,spam,"SPJanuary Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)"
2677,ham,* Am on a train back from northampton so i'm afraid not!
4685,ham,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-).."
3824,ham,"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody."
3575,ham,Yeah sure I'll leave in a min
4902,ham,Taka lor. Wat time u wan 2 come n look 4 us?
1443,ham,"Its ok., i just askd did u knw tht no?"
4526,ham,Cos i was out shopping wif darren jus now n i called him 2 ask wat present he wan lor. Then he started guessing who i was wif n he finally guessed darren lor.
946,ham,I cant wait to see you! How were the photos were useful? :)
1964,ham,Yes :)it completely in out of form:)clark also utter waste.
5094,ham,"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt..."
560,ham,"Aiyo... U always c our ex one... I dunno abt mei, she haven reply... First time u reply so fast... Y so lucky not workin huh, got bao by ur sugardad ah...gee.. "
3082,ham,Have a great trip to India. And bring the light to everyone not just with the project but with everyone that is lucky to see you smile. Bye. Abiola
4648,ham,God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!
742,ham,Do well :)all will for little time. Thing of good times ahead:
4686,ham,"Alright we'll bring it to you, see you in like  &lt;#&gt;  mins"
1539,ham,Midnight at the earliest
4892,ham,Its worse if if uses half way then stops. Its better for him to complete it.
4361,ham,"Night sweet, sleep well! I've just been to see The Exorcism of Emily Rose and may never sleep again! Hugs and snogs! "
2247,spam,"Hi ya babe x u 4goten bout me?' scammers getting smart..Though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. Other nos used also. Beware!"
3272,spam,You have 1 new voicemail. Please call 08719181513.
902,ham,How is it possible to teach you. And where.
1928,ham,Omg it could snow here tonite!
5345,ham,No go. No openings for that room 'til after thanksgiving without an upcharge.
5535,ham,"Hey chief, can you give me a bell when you get this. Need to talk to you about this royal visit on the 1st june. "
2743,ham,No * am working on the ringing u thing but have whole houseful of screaming brats so * am pulling my hair out! Loving u
3529,spam,"You are a £1000 winner or Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 09071517866 Now! 150ppmPOBox10183BhamB64XE"
4392,ham,The greatest test of courage on earth is to bear defeat without losing heart....gn tc
2152,ham,I surely dont forgot to come:)i will always be in touch in with you:-)
1189,ham,All will come alive.better correct any good looking figure there itself..
4460,spam,"Welcome to UK-mobile-date this msg is FREE giving you free calling to 08719839835. Future mgs billed at 150p daily. To cancel send ""go stop"" to 89123"
1335,ham,"Oh ! A half hour is much longer in Syria than Canada, eh ? Wow you must get SO much more work done in a day than us with all that extra time ! *grins*"
1494,ham,How are you with moneY...as in to you...money aint a thing....how are you sha!
1837,ham,Are you wet right now?
614,ham,THANX4 TODAY CER IT WAS NICE 2 CATCH UP BUT WE AVE 2 FIND MORE TIME MORE OFTEN OH WELL TAKE CARE C U SOON.C
2385,ham,"Sorry, I'll call later"
3251,ham,"Babe, I need your advice"
5505,ham,"Perhaps * is much easy give your account identification, so i will tomorrow at UNI"
877,ham,Are you in castor? You need to see something
3924,ham,Okay lor... Will they still let us go a not ah? Coz they will not know until later. We drop our cards into the box right?
2888,ham,K I'll take care of it
4750,ham,Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx
433,spam,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX
1122,spam,Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow
4098,ham,i am going to bed now prin
2504,ham,Fwiw the reason I'm only around when it's time to smoke is that because of gas I can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up
585,ham,So how's scotland. Hope you are not over showing your JJC tendencies. Take care. Live the dream
2406,ham,I'm meeting Darren...
1222,ham,Prakesh is there know.
2552,ham,I'm done. C ü there.
347,ham,Dis is yijue. I jus saw ur mail. In case huiming havent sent u my num. Dis is my num.
23,ham,Aft i finish my lunch then i go str down lor. Ard 3 smth lor. U finish ur lunch already?
4923,ham,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.
3547,ham,SO IS TH GOWER MATE WHICH IS WHERE I AM!?! HOW R U MAN? ALL IS GOOD IN WALES ILL B BACK MORROW. C U THIS WK? WHO WAS THE MSG 4?  RANDOM!
1794,ham,You bad girl. I can still remember them
5354,ham,Good morning princess! Have a great day!
3725,spam,"Hi there, 2nights ur lucky night! Uve been invited 2 XCHAT, the Uks wildest chat! Txt CHAT to 86688 now! 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs"
4658,spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04
2357,ham,No..he joined today itself.
3794,ham,Hey are you angry with me. Reply me dr.
4653,ham,Where r e meeting tmr?
297,ham,Unless it's a situation where YOU GO GURL would be more appropriate
857,ham,Going to take your babe out ?
4855,ham,"Also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent."
4430,ham,Hey they r not watching movie tonight so i'll prob b home early...
704,ham,"Thats a bit weird, even ?- where is the do supposed to be happening? But good idea, sure they will be in pub!"
5438,ham,Mode men or have you left.
4507,ham,When are you guys leaving?
131,ham,I'm home.
930,spam,money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over £1million to give away ! ppt150x3+normal text rate box403 w1t1jy
3914,ham,Yeah whatever lol
1905,ham,Wah... Okie okie... Muz make use of e unlimited... Haha... 
3841,ham,HEY MATE! HOWS U HONEY?DID U AVE GOOD HOLIDAY? GIMMI DE GOSS!x
225,spam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18"
3671,ham,Ok thanx... Take care then...
5145,ham,Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate
3229,spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info"
1461,ham,"Yalru lyfu astne chikku.. Bt innu mundhe lyf ali halla ke bilo (marriage)program edhae, so lyf is nt yet ovr chikku..ali vargu lyfu meow meow:-D"
3568,spam,Collect your VALENTINE'S weekend to PARIS inc Flight & Hotel + £200 Prize guaranteed! Text: PARIS to No: 69101. www.rtf.sphosting.com
904,ham,Lovely smell on this bus and it ain't tobacco... 
426,ham,Ok. She'll be ok. I guess
1395,ham,R we still meeting 4 dinner tonight?
3103,ham,Even if he my friend he is a priest call him now
546,ham,Then any special there?
2216,ham,Prabha..i'm soryda..realy..frm heart i'm sory
1761,ham,Nt yet chikku..simple habba..hw abt u?
3632,ham,Thank you princess! You are so sexy...
1382,ham,"We spend our days waiting for the ideal path to appear in front of us.. But what we forget is.. ""paths are made by walking.. not by waiting.."" Goodnight!"
4665,ham,Mum not going robinson already.
3000,ham,"Oh, then your phone phoned me but it disconnected"
2725,ham,Nope... C ü then...
1722,ham,Am watching house – very entertaining – am getting the whole hugh laurie thing – even with the stick – indeed especially with the stick.
5275,ham,Its too late:)but its k.wish you the same.
999,ham,Then ü wait 4 me at bus stop aft ur lect lar. If i dun c ü then i go get my car then come back n pick ü.
2581,spam,U are subscribed to the best Mobile Content Service in the UK for £3 per ten days until you send STOP to 83435. Helpline 08706091795.
1369,ham,Alright. I'm out--have a good night!
4148,ham,Pls help me tell sura that i'm expecting a battery from hont. And that if should pls send me a message about how to download movies. Thanks
5454,ham,What???? Hello wats talks email address?
44,ham,Great! I hope you like your man well endowed. I am  &lt;#&gt;  inches...
1306,ham,Designation is software developer and may be she get chennai:)
2497,ham,HCL chennai requires FRESHERS for voice process.Excellent english needed.Salary upto  &lt;#&gt; .Call Ms.Suman  &lt;#&gt;  for Telephonic interview -via Indyarocks.com
1421,ham,No. She's currently in scotland for that.
5514,ham,"Just making dinner, you ?"
5289,ham,Hey ! Don't forget ... You are MINE ... For ME ... My possession ... MY property ... MMM ... *childish smile* ...
2294,ham,Hello. Damn this christmas thing. I think i have decided to keep this mp3 that doesnt work.
2062,ham,"Hey ! I want you ! I crave you ! I miss you ! I need you ! I love you, Ahmad Saeed al Hallaq ..."
1669,ham,"Yes..but they said its IT.,"
3718,ham,I'm gonna rip out my uterus.
2707,ham,S now only i took tablets . Reaction morning only.
1622,ham,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, being 'SIMPLE' is very difficult.. Gud nte.:-"
4160,ham,Now got tv 2 watch meh? U no work today?
2401,ham,Hi! This is Roger from CL. How are you?
2819,ham,Thk some of em find wtc too far... Weiyi not goin... E rest i dunno yet... R ur goin 4 dinner den i might b able to join...
1688,spam,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870
3030,ham,What is your record for one night? :)
284,ham,Okie...
4698,ham,"Okey dokey, i‘ll be over in a bit just sorting some stuff out."
2066,ham,Cos daddy arranging time c wat time fetch ü mah...
1394,ham,Oh ok..
1731,ham,Doing project w frens lor. 
3162,ham,Mystery solved! Just opened my email and he's sent me another batch! Isn't he a sweetie
2288,ham,Alex knows a guy who sells mids but he's down in south tampa and I don't think I could set it up before like 8
5519,ham,Miles and smiles r made frm same letters but do u know d difference..? smile on ur face keeps me happy even though I am miles away from u.. :-)keep smiling.. Good nyt
4437,ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?"
2433,ham,Really dun bluff me leh... U sleep early too. Nite...
694,ham,Will purchase d stuff today and mail to you. Do you have a po box number?
4616,spam,Sunshine Quiz! Win a super Sony DVD recorder if you canname the capital of Australia? Text MQUIZ to 82277. B
4481,ham,"Y cant u try new invention to fly..i'm not joking.,"
3143,ham,Not planned yet :)going to join company on jan 5 only.don know what will happen after that.
485,ham,You should change your fb to jaykwon thuglyfe falconerf
4034,ham,I am taking you for italian food. How about a pretty dress with no panties? :)
596,ham,I am great! How are you?
81,ham,K. Did you call me just now ah? 
1224,ham,Rofl betta invest in some  anti aging products
5222,ham,I have to take exam with in march 3
4321,ham,Hey mr  and I are going to the sea view and having a couple of gays I mean games! Give me a bell when ya finish 
4889,ham,You have to pls make a note of all she.s exposed to. Also find out from her school if anyone else was vomiting. Is there a dog or cat in the house? Let me know later.
4709,ham,"Did you say bold, then torch later. Or one torch and 2bold?"
2176,ham,I'm at work. Please call
1900,ham,I love working from home :)
348,ham,One small prestige problem now.
5361,ham,This is ur face test ( 1 2 3 4 5 6 7 8 9  &lt;#&gt;  ) select any number i will tell ur face astrology.... am waiting. quick reply...
4751,ham,"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to"
3355,ham,R u sure they'll understand that! Wine * good idea just had a slurp!
1064,spam,We have new local dates in your area - Lots of new people registered in YOUR AREA. Reply DATE to start now! 18 only www.flirtparty.us REPLYS150
4778,ham,Sorry completely forgot * will pop em round this week if your still here?
129,ham,HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx
105,ham,Umma my life and vava umma love you lot dear
4123,ham,Doc prescribed me morphine cause the other pain meds aren't enough. Waiting for my mom to bring it. That med should kick in fast so I'm gonna try to be on later
345,ham,My sister cleared two round in birla soft yesterday.
3548,spam,"Rock yr chik. Get 100's of filthy films &XXX pics on yr phone now. rply FILTH to 69669. Saristar Ltd, E14 9YT 08701752560. 450p per 5 days. Stop2 cancel"
3024,ham,You are a very very very very bad girl. Or lady.
2286,ham,"Hi, wkend ok but journey terrible. Wk not good as have huge back log of marking to do"
3298,spam,Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app 
4176,ham,How are you doing. How's the queen. Are you going for the royal wedding
142,ham,"Sir, Waiting for your mail."
2937,ham,"And stop wondering ""wow is she ever going to stop tm'ing me ?!"" because I will tm you whenever I want because you are MINE ... *laughs*"
2405,ham,Please give it 2  or i will pick it up on Tuesday evening about 8 if that is ok.
5268,ham,HI DARLIN ITS KATE ARE U UP FOR DOIN SOMETHIN TONIGHT? IM GOING TO A PUB CALLED THE SWAN OR SOMETHING WITH MY PARENTS FOR ONE DRINK SO PHONE ME IF U CAN
2070,spam,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p "
5416,ham,East coast
69,ham,I plane to give on this month end.
3886,ham,Like a personal sized or what
3325,ham,I don wake since. I checked that stuff and saw that its true no available spaces. Pls call the embassy or send a mail to them.
3154,ham,I tagged MY friends that you seemed to count as YOUR friends.
2796,ham,How will I creep on you now? ;_;
1894,ham,Good Morning plz call me sir
3709,spam,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870
74,ham,U can call me now...
2509,ham,Ok...
1417,ham,No..few hours before.went to hair cut .
3771,ham,Love it! The girls at the office may wonder why you are smiling but sore...
2202,ham,"A boy was late 2 home. His father: ""POWER OF FRNDSHIP"""
4817,ham,Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it...
4784,ham,"Especially since i talk about boston all up in my personal statement, lol! I woulda changed that if i had realized it said nyc! It says boston now."
4337,ham,"Fyi I'm taking a quick shower, be at epsilon in like  &lt;#&gt;  min"
2624,ham,I'm coming home 4 dinner.
371,ham,"Hello my boytoy ... Geeee I miss you already and I just woke up. I wish you were here in bed with me, cuddling me. I love you ..."
3123,spam,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+
2341,ham,I will take care of financial problem.i will help:)
4299,spam,"WELL DONE! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins"
4338,ham,on a Tuesday night r u 4 real
2449,ham,Do u knw dis no. &lt;#&gt; ?
2999,ham,No b4 Thursday
4042,spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!
1971,ham,Nvm it's ok...
4847,ham,Pls help me tell Ashley that i cant find her number oh
1419,ham,Lmao. Take a pic and send it to me.
2557,ham,Fuck babe ... What happened to you ? How come you never came back?
5195,ham,"It's wylie, you in tampa or sarasota?"
3125,ham,My uncles in Atlanta. Wish you guys a great semester.
1733,ham,"K, can that happen tonight?"
4571,spam,Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd
5297,ham,Alex says he's not ok with you not being ok with it
4264,ham,"Den only weekdays got special price... Haiz... Cant eat liao... Cut nails oso muz wait until i finish drivin wat, lunch still muz eat wat... "
2264,spam,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx
3544,ham,I'm e person who's doing e sms survey...
1596,ham,Pls confirm the time to collect the cheque.
91,ham,Sorry to be a pain. Is it ok if we meet another night? I spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. Sorry. 
3216,ham,I want snow. It's just freezing and windy.
3278,ham,Its a great day. Do have yourself a beautiful one.
4316,ham,Captain is in our room:)
2476,ham,Mm i am on the way to railway
2908,ham,ALRITE
5091,ham,What type of stuff do you sing?
2527,ham,Do u noe how 2 send files between 2 computers?
4465,ham,Ranjith cal drpd Deeraj and deepak 5min hold
1192,ham,Come to my home for one last time i wont do anything. Trust me.
3896,ham,Yes. Last  practice
5356,ham,Aiyo cos i sms ü then ü neva reply so i wait 4 ü to reply lar. I tot ü havent finish ur lab wat.
5164,ham,Just send a text. We'll skype later.
4132,ham,"""Its Ur luck to Love someone. Its Ur fortune to Love the one who Loves U. But, its a miracle to Love a person who can't Love anyone except U..."" Gud nyt..."
1321,ham,"Just sent again. Do you scream and moan in bed, princess?"
5266,ham,"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@"
816,ham,Where's my boytoy? I miss you ... What happened?
3997,ham,We'll you pay over like  &lt;#&gt; yrs so its not too difficult
4683,ham,"Haha yeah, 2 oz is kind of a shitload"
4939,ham,No it was cancelled yeah baby! Well that sounds important so i understand my darlin give me a ring later on this fone love Kate x
2228,ham,Oh k.k..where did you take test?
974,ham,what is your account number?
653,ham,"Wait, do you know if wesleys in town? I bet she does hella drugs!"
2637,ham,Thank god they are in bed!
4167,ham,Well if I'm that desperate I'll just call armand again
4409,ham,Take care and sleep well.you need to learn to change in life.you only need to get CONVINCED on that.i will wait but no more conversations between us.GET CONVINCED by that time.Your family is over for you in many senses.respect them but not overemphasise.or u have no role in my life.
3314,ham,"Huh... Hyde park not in mel ah, opps, got confused... Anyway, if tt's e best choice den we juz have to take it..."
4277,ham,Can you please send me my aunty's number
492,spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!"
2630,ham,"Hey there! Glad u r better now. I hear u treated urself to a digi cam, is it good? We r off at 9pm. Have a fab new year, c u in coupla wks!"
2700,ham,Oh baby of the house. How come you dont have any new pictures on facebook
1965,ham,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)"
5466,ham,I will treasure every moment we spend together...
4732,ham,K:)eng rocking in ashes:)
1614,ham,Thnx dude. u guys out 2nite?
4379,ham,"Doing nothing, then u not having dinner w us?"
138,ham,No no. I will check all rooms befor activities
114,spam,GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm
1353,ham,Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM
748,spam,U are subscribed to the best Mobile Content Service in the UK for £3 per 10 days until you send STOP to 82324. Helpline 08706091795
2556,spam,"FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)"
5480,ham,No probably  &lt;#&gt; %.
605,ham,Meet after lunch la...
1411,ham,Pls speak to that customer machan.
3944,ham,I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon
2017,ham,"Princess, is your kitty shaved or natural?"
368,spam,Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546
1674,spam,Monthly password for wap. mobsi.com is 391784. Use your wap phone not PC.
5008,ham,Oh k. . I will come tomorrow
2801,ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office.."
5203,spam,"YOU VE WON! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins"
4521,ham,What to think no one saying clearly. Ok leave no need to ask her. I will go if she come or not
3453,ham,Ugh just got outta class
3456,ham,No need lar. Jus testing e phone card. Dunno network not gd i thk. Me waiting 4 my sis 2 finish bathing so i can bathe. Dun disturb u liao u cleaning ur room.
1998,ham,"""YEH I AM DEF UP4 SOMETHING SAT,JUST GOT PAYED2DAY & I HAVBEEN GIVEN A£50 PAY RISE 4MY WORK & HAVEBEEN MADE PRESCHOOLCO-ORDINATOR 2I AM FEELINGOOD LUV"""
1028,ham,Are you not around or just still asleep? :V
5250,ham,U come n search tat vid..not finishd..
4432,ham,2mro i am not coming to gym machan. Goodnight.
1235,ham,"""Hello-/@drivby-:0quit edrunk sorry iff pthis makes no senrd-dnot no how ^ dancce 2 drum n basq!ihave fun 2nhite x ros xxxxxxx"""
