,label,message
501,ham,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose."
3948,ham,"Sorry, went to bed early, nightnight"
3945,ham,"Until 545 lor... Ya, can go 4 dinner together..."
1977,ham,Lol alright i was thinkin that too haha
4530,ham,"Hiya, probably coming home * weekend after next"
2048,ham,No de. But call me after some time. Ill tell you k
1045,spam,"We know someone who you know that fancies you. Call 09058097218 to find out who. POBox 6, LS15HB 150p"
5255,ham,Please tell me not all of my car keys are in your purse
1296,ham,TELL HER I SAID EAT SHIT.
1182,ham,You flippin your shit yet?
3311,ham,Oh ho. Is this the first time u use these type of words
1251,ham,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear
443,ham,Oic... I saw him too but i tot he din c me... I found a group liao...
5103,ham,Nope thats fine. I might have a nap tho! 
4185,ham,I just really need shit before tomorrow and I know you won't be awake before like 6
2122,ham,In xam hall boy asked girl Tell me the starting term for dis answer I can den manage on my own After lot of hesitation n lookin around silently she said THE! intha ponnungale ipaditan;)
453,ham,K:)k:)what are detail you want to transfer?acc no enough?
1380,spam,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
4845,spam,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call 09061743386 
1643,ham,Sleeping nt feeling well
2368,ham,V nice! Off 2 sheffield tom 2 air my opinions on categories 2 b used 2 measure ethnicity in next census. Busy transcribing. :-)
3671,ham,Ok thanx... Take care then...
3620,spam,8007 25p 4 Alfie Moon's Children in Need song on ur mob. Tell ur m8s. Txt TONE CHARITY to 8007 for nokias or POLY CHARITY for polys :zed 08701417012 profit 2 charity 
130,ham,K..k:)how much does it cost?
5276,ham,"Hi. Hope ur day * good! Back from walk, table booked for half eight. Let me know when ur coming over."
1389,ham,Oh k.i think most of wi and nz players unsold.
1107,ham,"Good afternoon, my love. How goes your day ? What are you up to ? I woke early and am online waiting for you ... Hmmm ... Italian boy is online I see . *grins*"
75,ham,I am waiting machan. Call me once you free.
924,ham,She went to attend another two rounds today..but still did't reach home..
4399,ham,"Can you tell Shola to please go to college of medicine and visit the academic department, tell the academic secretary what the current situation is and ask if she can transfer there. She should ask someone to check Sagamu for the same thing and lautech. Its vital she completes her medical education in Nigeria. Its less expensive much less expensive. Unless she will be getting citizen rates in new zealand."
5420,ham,So how are you really. What are you up to. How's the masters. And so on.
4466,ham,"""CHEERS FOR CALLIN BABE.SOZI CULDNT TALKBUT I WANNATELL U DETAILS LATER WENWECAN CHAT PROPERLY X"""
2996,ham,Mm not entirely sure i understood that text but hey. Ho. Which weekend?
5540,ham,I can't believe how attached I am to seeing you every day. I know you will do the best you can to get to me babe. I will go to teach my class at your midnight
969,ham,Are you willing to go for aptitude class.
1353,ham,Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM
193,ham,Hi :)finally i completed the course:)
4658,spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04
3733,ham,Gud mrng dear hav a nice day
1037,ham,"No my blankets are sufficient, thx"
1065,ham,"That's fine, I'll bitch at you about it later then"
716,ham,When i have stuff to sell i.ll tell you
2672,ham,"That's cool, I'll come by like  &lt;#&gt; ish"
663,ham,Sorry me going home first... Daddy come fetch ü later...
470,ham,There are many company. Tell me the language.
3642,spam,"You can stop further club tones by replying ""STOP MIX"" See my-tone.com/enjoy. html for terms. Club tones cost GBP4.50/week. MFL, PO Box 1146 MK45 2WT (2/3)"
1040,ham,They just talking thats it de. They wont any other.
2403,ham,Oh oh... Wasted... Den muz chiong on sat n sun liao...
954,ham,Also remember to get dobby's bowl from your car
3022,ham,Am in film ill call you later.
3513,ham,Already one guy loving you:-.
2680,spam,"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message"
2254,ham,Lol enjoy role playing much?
1741,spam,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of£2000 CASH 18+only. To opt out txt X to 07786200117
1152,ham,"Sorry, I'll call later"
2767,spam,Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX
4885,ham,For many things its an antibiotic and it can be used for chest abdomen and gynae infections even bone infections.
338,ham,Just sleeping..and surfing
3594,ham,"Sorry, I'll call later"
1885,ham,I love your ass! Do you enjoy doggy style? :)
3161,ham,How much did ur hdd casing cost.
2714,ham,Nope i'm not drivin... I neva develop da photos lei...
4366,ham,Ujhhhhhhh computer shipped out with address to sandiago and parantella lane. Wtf. Poop.
5165,ham,Ok leave no need to ask
3461,ham,I am back. Bit long cos of accident on a30. Had to divert via wadebridge.I had a brilliant weekend thanks. Speak soon. Lots of love
4254,ham,Juz now havent woke up so a bit blur blur... Can? Dad went out liao... I cant cum now oso...
2440,ham,Rightio. 11.48 it is then. Well arent we all up bright and early this morning.
3044,ham,Your bill at 3 is £33.65 so thats not bad!
858,ham,Hai ana tomarrow am coming on morning.  &lt;DECIMAL&gt;  ill be there in sathy then we ll go to RTO office. Reply me after came to home.
4002,ham,He's just gonna worry for nothing. And he won't give you money its no use.
3034,ham,"Aight, lemme know what's up"
5221,ham,Pls she needs to dat slowly or she will vomit more.
5418,ham,My slave! I want you to take 2 or 3 pictures of yourself today in bright light on your cell phone! Bright light!
2882,ham,Printer is cool. I mean groovy. Wine is groovying
3200,ham,No de.am seeing in online shop so that i asked.
2198,ham,Bring it if you got it
4137,ham,have you ever had one foot before?
873,ham,I'll text you when I drop x off
3099,ham,This is all just creepy and crazy to me.
1922,ham,No current and food here. I am alone also
3472,ham,Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams
4987,ham,That's y u haf 2 keep me busy...
386,ham,It took Mr owl 3 licks
5026,ham,I was gonna ask you lol but i think its at 7
2508,ham,Yup...
3933,ham,Sos! Any amount i can get pls.
2657,ham,Feel like trying kadeem again? :V
4849,ham,S.this will increase the chance of winning.
48,ham,"Yeah hopefully, if tyler can't do it I could maybe ask around a bit"
4120,ham,Hiya do u like the hlday pics looked horrible in them so took mo out! Hows the camp Amrca thing? Speak soon Serena:)
3707,ham,Reading gud habit.. Nan bari hudgi yorge pataistha ertini kano:-)
3353,ham,Call him and say you not coming today ok and tell them not to fool me like this ok
1949,ham,I cant pick the phone right now. Pls send a message
3298,spam,Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app 
833,spam,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062"
3462,ham,"K.. I yan jiu liao... Sat we can go 4 bugis vill one frm 10 to 3 den hop to parco 4 nb. Sun can go cine frm 1030 to 2, den hop to orc mrt 4 hip hop at 4..."
4555,ham,Try to do something dear. You read something for exams
1245,ham,Now? I'm going out 4 dinner soon..
659,ham,"It doesnt make sense to take it there unless its free. If you need to know more, wikipedia.com"
4208,ham,"Lets use it next week, princess :)"
884,ham,Dude we should go sup again
4178,ham,Ok lor then we go tog lor...
1193,ham,I was up all night too worrying about this appt. It's a shame we missed a girls night out with quizzes popcorn and you doing my hair.
2843,ham,aathi..where are you dear..
4882,ham,When/where do I pick you up
4765,ham,Hi.:)technical support.providing assistance to us customer through call and email:)
2902,spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1
3223,ham,"Hi, my love! How goes that day? Fuck, this morning I woke and dropped my cell on the way down the stairs but it seems alright ... *phews* I miss you !"
4028,ham,"Yes, princess. Are you going to make me moan?"
715,ham,He also knows about lunch menu only da. . I know
3634,ham,Hui xin is in da lib.
2448,ham,Tmr then ü brin lar... Aiya later i come n c lar... Mayb ü neva set properly ü got da help sheet wif ü...
4410,spam,"For your chance to WIN a FREE Bluetooth Headset then simply reply back with ""ADP"""
1072,spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only
1981,ham,"Sorry, I'll call later"
2330,ham,Am surfing online store. For offers do you want to buy any thing.
1013,ham,I dunno they close oredi not... Ü v ma fan...
1199,ham,"Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? Hav 2go, thanx.xx"
711,ham,"Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:""if it is made by my students,this wont even start........ Datz confidence.."
1959,ham,"Lol ... Oh no babe, I wont be sliding into your place after midnight, but thanks for the invite"
166,ham,I place all ur points on e cultures module already.
3543,ham,Ü come lt 25 n pass to me lar
3373,ham,And now electricity just went out fml.
2053,spam,"Call 09094100151 to use ur mins! Calls cast 10p/min (mob vary). Service provided by AOM, just GBP5/month. AOM Box61,M60 1ER until u stop. Ages 18+ only!"
2378,spam,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.
904,ham,Lovely smell on this bus and it ain't tobacco... 
3862,spam,Free Msg: Ringtone!From: http://tms. widelive.com/index. wml?id=1b6a5ecef91ff9*37819&first=true18:0430-JUL-05
5521,ham,Can you pls send me that company name. In saibaba colany
126,ham,"Good stuff, will do."
1563,ham,Dude just saw a parked car with its sunroof popped up. Sux
1935,ham,Hope you are having a great day.
3864,spam,"Oh my god! I've found your number again! I'm so glad, text me back xafter this msgs cst std ntwk chg £1.50"
1630,ham,Sounds like you have many talents! would you like to go on a dinner date next week?
3979,ham,Reason is if the team budget is available at last they buy the unsold players for at base rate..
3931,ham,I thk ü gotta go home by urself. Cos i'll b going out shopping 4 my frens present. 
4856,ham,Same to u...
3959,ham,So i could kiss and feel you next to me...
1681,ham,Okay... We wait ah
160,spam,You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810
787,ham,It does it on its own. Most of the time it fixes my spelling. But sometimes it gets a completely diff word. Go figure
1396,ham,Thats cool! I am a gentleman and will treat you with dignity and respect.
3849,ham,Can you plz tell me the ans. BSLVYL sent via fullonsms.com
1727,ham,"""ALRITE HUNNY!WOT U UP 2 2NITE? DIDNT END UP GOIN DOWN TOWN JUS DA PUB INSTEAD! JUS CHILLIN AT DA MO IN ME BEDROOM!LOVE JEN XXX."""
3157,ham,Long time. You remember me today.
3038,ham,Cos darren say ü considering mah so i ask ü...
4607,ham,"Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up... "
1560,ham,"Single line with a big meaning::::: ""Miss anything 4 ur ""Best Life"" but, don't miss ur best life for anything... Gud nyt..."
5564,ham,Ok lor... Sony ericsson salesman... I ask shuhui then she say quite gd 2 use so i considering...
3253,ham,Come to medical college at 7pm ......forward it da
5130,ham,Wot about on wed nite I am 3 then but only til 9!
1889,ham,No. On the way home. So if not for the long dry spell the season would have been over
4913,ham,I am on the way to tirupur.
4871,ham,Dip's cell dead. So i m coming with him. U better respond else we shall come back.
3425,spam,Am new 2 club & dont fink we met yet Will B gr8 2 C U Please leave msg 2day wiv ur area 09099726553 reply promised CARLIE x Calls£1/minMobsmore LKPOBOX177HP51FL
2046,ham,Okay... I booked all already... Including the one at bugis.
179,ham,Text her. If she doesnt reply let me know so i can have her log in
85,ham,"I call you later, don't have network. If urgnt, sms me."
2026,ham,"Yes obviously, but you are the eggs-pert and the potato head… Speak soon! "
2998,ham,Don know..he is watching film in computer..
1954,ham,Then just eat a shit and wait for ur monkey face bitch.......... U asshole..................
4645,ham,Did u got that persons story
4417,ham,V skint too but fancied few bevies.waz gona go meet &othrs in spoon but jst bin watchng planet earth&sofa is v comfey; If i dont make it hav gd night
3438,ham,Then what about further plan?
2034,ham,IM GONNA MISS U SO MUCH
2363,ham,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day
4328,ham,Dude got a haircut. Now its breezy up there
2167,ham,"Thank you. And by the way, I just lost."
1851,ham,Then cant get da laptop? My matric card wif ü lei... 
5476,ham,Where's mummy's boy ? Is he being good or bad ? Is he being positive or negative ? Why is mummy being made to wait? Hmmmm?
4308,ham,I guess it is useless calling u 4 something important.
293,ham,Oops. 4 got that bit.
773,ham,"idc get over here, you are not weaseling your way out of this shit twice in a row"
352,ham,If you're not in my car in an hour and a half I'm going apeshit
3056,spam,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN £100 Cash WKENT/150P16+
4177,ham,He's in lag. That's just the sad part but we keep in touch thanks to skype
1750,ham,DO NOT B LATE LOVE MUM
1303,ham,"FRAN I DECIDED 2 GO N E WAY IM COMPLETELY BROKE AN KNACKERED I GOT UP BOUT 3 C U 2MRW LOVE JANX P.S THIS IS MY DADS FONE, -NO CREDIT"
1317,ham,Why nothing. Ok anyway give me treat
4914,spam,"Goal! Arsenal 4 (Henry, 7 v Liverpool 2 Henry scores with a simple shot from 6 yards from a pass by Bergkamp to give Arsenal a 2 goal margin after 78 mins."
4676,spam,"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text"
1800,ham,"If we hit it off, you can move in with me :)"
5030,spam,I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate)
1855,ham,They did't play one day last year know even though they have very good team.. Like india.
5518,ham,"Ya, i'm referin to mei's ex wat... No ah, waitin 4 u to treat, somebody shld b rich liao...So gd, den u dun have to work frm tmr onwards..."
4167,ham,Well if I'm that desperate I'll just call armand again
2972,ham,"Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:""if it is made by my students,this wont even start........ Datz confidence.."
3297,ham,Hi there. We have now moved in2 our pub . Would be great 2 c u if u cud come up.
4639,ham,Captain vijaykanth is doing comedy in captain tv..he is drunken :)
150,ham,Sindu got job in birla soft ..
1009,ham,"Poyyarikatur,kolathupalayam,unjalur post,erode dis, &lt;#&gt; ."
2718,ham,Okie.. Thanx..
1970,spam,You have won a guaranteed £200 award or even £1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP
4222,ham,"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN."
2027,ham,"Nah man, my car is meant to be crammed full of people"
3218,ham,Come to mahal bus stop.. &lt;DECIMAL&gt;
4838,ham,....photoshop makes my computer shut down.
3115,ham,Yes watching footie but worried we're going to blow it - Phil Neville?
2807,ham,Can a not?
2488,ham,K ill drink.pa then what doing. I need srs model pls send it to my mail id pa.
141,ham,"K, text me when you're on the way"
2575,spam,Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.
1076,ham,Oi. Ami parchi na re. Kicchu kaaj korte iccha korche na. Phone ta tul na. Plz. Plz.
1047,ham,"Do 1 thing! Change that sentence into: ""Because i want 2 concentrate in my educational career im leaving here.."""
287,ham,Ok..
1510,ham,When u love someone Dont make them to love u as much as u do. But Love them so much that they dont want to be loved by anyone except you... Gud nit.
4869,ham,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?"
621,ham,Dear we got  &lt;#&gt;  dollars hi hi
1395,ham,R we still meeting 4 dinner tonight?
4537,ham,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:
25,ham,Just forced myself to eat a slice. I'm really not hungry tho. This sucks. Mark is getting worried. He knows I'm sick when I turn down pizza. Lol
2870,ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?"
3833,ham,Ok.
764,ham,Nothing but we jus tot u would ask cos u ba gua... But we went mt faber yest... Yest jus went out already mah so today not going out... Jus call lor...
4210,ham,I want kfc its Tuesday. Only buy 2 meals ONLY 2. No gravy. Only 2 Mark. 2!
421,ham,Yes:)from last week itself i'm taking live call.
1470,ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear"
3885,spam,A link to your picture has been sent. You can also use http://alto18.co.uk/wave/wave.asp?o=44345
2072,ham,Good night my dear.. Sleepwell&amp;Take care
4485,ham,Shopping? Eh ger i toking abt syd leh...Haha
1108,ham,From someone not to smoke when every time I've smoked in the last two weeks is because of you calling or texting me that you wanted to smoke
2608,ham,:-) yeah! Lol. Luckily i didn't have a starring role like you!
4398,ham,When did dad get back.
5250,ham,U come n search tat vid..not finishd..
24,ham,Ffffffffff. Alright no way I can meet up with you sooner?
1091,spam,WIN URGENT! Your mobile number has been awarded with a £2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm 
3367,ham,I am waiting for your call sir.
3918,ham,Eh ur laptop got no stock lei... He say mon muz come again to take a look c got a not...
2455,ham,Left dessert. U wan me 2 go suntec look 4 u?
2273,ham,"Haha awesome, I've been to 4u a couple times. Who all's coming?"
2248,spam,Back 2 work 2morro half term over! Can U C me 2nite 4 some sexy passion B4 I have 2 go back? Chat NOW 09099726481 Luv DENA Calls £1/minMobsmoreLKPOBOX177HP51FL
3319,ham,I'm freezing and craving ice. Fml
1651,ham,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.
2366,ham,Ok try to do week end course in coimbatore.
295,ham,I accidentally deleted the message. Resend please.
5179,ham,"Very strange.  and  are watching the 2nd one now but i'm in bed. Sweet dreams, miss u "
5238,ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
306,ham,Yup... From what i remb... I think should be can book... 
2830,spam,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p.
2073,ham,That is wondarfull song
2257,ham,"Just checked out, heading out to drop off my stuff now"
4542,ham,Hiya. How was last night? I've been naughty and bought myself clothes and very little ... Ready for more shopping tho! What kind of time do you wanna meet?
766,spam,UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 £1.50perWKsub
2838,ham,1's reach home call me.
1183,ham,"K give me a sec, breaking a  &lt;#&gt;  at cstore"
4794,ham,Or u ask they all if next sat can a not. If all of them can make it then i'm ok lor.
3772,ham,"Hi, wlcome back, did wonder if you got eaten by a lion or something, nothing much"
3894,ham,Have you heard from this week?
5076,spam,"This is the 2nd attempt to contract U, you have won this weeks top prize of either £1000 cash or £200 prize. Just call 09066361921"
5376,ham,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..
343,ham,Where u been hiding stranger?
249,ham,It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.
2810,ham,Oh yeah I forgot. U can only take 2 out shopping at once.
813,spam,Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16
2911,ham,How do you guys go to see movies on your side.
4746,spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.
3546,ham,Thank You meet you monday
3669,ham,Thanks for loving me so. You rock
3359,ham,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...
1161,ham,You sure your neighbors didnt pick it up
1146,spam,"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832"
5425,ham,"Sorry, I'll call later"
830,ham,Thanks for yesterday sir. You have been wonderful. Hope you enjoyed the burial. MojiBiola
760,ham,"Call me when you/carlos is/are here, my phone's vibrate is acting up and I might not hear texts"
4039,ham,Hope you are not scared!
4472,ham,Wa... U so efficient... Gee... Thanx...
1360,ham,"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read..."
3122,ham,Small problem in auction:)punj now asking tiwary
5533,ham,Compliments to you. Was away from the system. How your side.
1064,spam,We have new local dates in your area - Lots of new people registered in YOUR AREA. Reply DATE to start now! 18 only www.flirtparty.us REPLYS150
4976,ham,Yar... I tot u knew dis would happen long ago already.
1924,ham,Hello. They are going to the village pub at 8 so either come here or there accordingly. Ok?
1997,ham,Lol boo I was hoping for a laugh
2119,spam,"U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription"
1342,ham,Just chill for another 6hrs. If you could sleep the pain is not a surgical emergency so see how it unfolds. Okay
1249,ham,"HI HUN! IM NOT COMIN 2NITE-TELL EVERY1 IM SORRY 4 ME, HOPE U AVA GOODTIME!OLI RANG MELNITE IFINK IT MITE B SORTED,BUT IL EXPLAIN EVERYTHIN ON MON.L8RS.x"
2120,ham,I hope you know I'm still mad at you.
3536,ham,I'm at home. Please call
1525,ham,Hi:)cts employee how are you?
4579,spam,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+"
640,ham,I had askd u a question some hours before. Its answer
2124,spam,+123 Congratulations - in this week's competition draw u have won the £1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm
3504,ham,Free any day but i finish at 6 on mon n thurs...
4260,ham,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.
3971,ham,"That's the trouble with classes that go well - you're due a dodgey one … Expecting mine tomo! See you for recovery, same time, same place "
1561,ham,"Just got some gas money, any chance you and the gang want to go on a grand nature adventure?"
3109,ham,Hello hun how ru? Its here by the way. Im good. Been on 2 dates with that guy i met in walkabout so far. We have to meet up soon. Hows everyone else?
4828,ham,Yup but it's not giving me problems now so mayb i'll jus leave it...
4446,ham,"2 celebrate my bday, y else?"
298,ham,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL
2515,ham,Ok ill send you with in  &lt;DECIMAL&gt;  ok.
19,spam,"England v Macedonia - dont miss the goals/team news. Txt ur national team to 87077 eg ENGLAND to 87077 Try:WALES, SCOTLAND 4txt/ú1.20 POBOXox36504W45WQ 16+"
4815,ham,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear
5148,ham,Oh unintentionally not bad timing. Great. Fingers  the trains play along! Will give fifteen min warning.
2259,ham,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.
1661,ham,No just send to you. Bec you in temple na.
2441,ham,"Great. I'm in church now, will holla when i get out"
4274,ham,"Kind of. Just missed train cos of asthma attack, nxt one in half hr so driving in. not sure where to park."
2344,ham,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)"
4359,spam,"Our dating service has been asked 2 contact U by someone shy! CALL 09058091870 NOW all will be revealed. POBox84, M26 3UZ 150p"
5471,ham,Ok lor.
3123,spam,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+
3344,ham,"I haven't forgotten you, i might have a couple bucks to send you tomorrow, k? I love ya too"
3299,spam,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18 only
1225,spam,You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810
919,ham,Hey you gave them your photo when you registered for driving ah? Tmr wanna meet at yck? 
1513,ham,"Hey sweet, I was wondering when you had a moment if you might come to me ? I want to send a file to someone but it won't go over yahoo for them because their connection sucks, remember when you set up that page for me to go to and download the format disc ? Could you tell me how to do that ? Or do you know some other way to download big files ? Because they can download stuff directly from the internet. Any help would be great, my prey ... *teasing kiss*"
4588,ham,"I'll see if I can swing by in a bit, got some things to take care of here firsg"
1659,spam,RGENT! This is the 2nd attempt to contact U!U have WON £1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max£7. 50
4051,ham,Ok ok take care. I can understand.
3410,ham,"Whats that coming over the hill..... Is it a monster! Hope you have a great day. Things r going fine here, busy though! "
3679,spam,Promotion Number: 8714714 - UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 £1.50perWKsub
3758,spam,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.
5317,ham,Hahaha..use your brain dear
2369,ham,If you r @ home then come down within 5 min
1555,ham,Yeah we do totes. When u wanna?
1975,ham,Thats cool. Where should i cum? On you or in you? :)
3095,ham,Have you emigrated or something? Ok maybe 5.30 was a bit hopeful...
4800,ham,I dont know why she.s not getting your messages
5394,ham,Ooooooh I forgot to tell u I can get on yoville on my phone
1325,ham,Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz
3229,spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info"
3805,ham,"No dude, its not fake..my frnds got money, thts y i'm reffering u..if u member wit my mail link, u vl be credited  &lt;#&gt; rs and il be getiing  &lt;#&gt; rs..i can draw my acc wen it is  &lt;#&gt; rs.."
2561,ham,Are you still getting the goods.
5140,ham,Yup... I havent been there before... You want to go for the yoga? I can call up to book 
2942,ham,My supervisor find 4 me one lor i thk his students. I havent ask her yet. Tell u aft i ask her.
1270,ham,"Tee hee. Off to lecture, cheery bye bye."
3640,ham,Wat's da model num of ur phone?
3737,ham,Hows the street where the end of library walk is?
4616,spam,Sunshine Quiz! Win a super Sony DVD recorder if you canname the capital of Australia? Text MQUIZ to 82277. B
3689,ham,I'll meet you in the lobby
3946,ham,I will be gentle princess! We will make sweet gentle love...
1531,ham,I think chennai well settled?
3749,ham,"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND"
3116,ham,I wait 4 ü inside da car park...
116,ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there."
1835,ham,I have a rather prominent bite mark on my right cheek
57,ham,"Sorry, I'll call later in meeting."
